overall_rank,player_name,position,team,predicted_points,vor
408,Trent Sherfield,WR,MIA,14.053900203124943,-5.588490821585143
409,Velus Jones,WR,CHI,14.031803840397378,-5.610587184312708
410,Baker Mayfield,QB,LA,25.625913253658545,-5.613015396012177
411,Zachary Wilson,QB,NYJ,25.625913253658545,-5.613015396012177
412,Taylor Heinicke,QB,WAS,25.58258556928966,-5.656343080381063
413,Anthony Schwartz,WR,CLE,13.96015123613863,-5.682239788571456
414,Carson Wentz,QB,WAS,25.55658613516672,-5.6823425145040005
415,Dante Pettis,WR,CHI,13.93845586439083,-5.703935160319256
416,KaVontae Turpin,WR,DAL,13.932087160386443,-5.7103038643236435
417,Equanimeous St. Brown,WR,CHI,13.903507000258438,-5.738884024451648
418,Jamal Agnew,WR,JAX,13.876137476263404,-5.766253548446683
419,Isaiah Hodgins,WR,NYG,13.874164462900177,-5.768226561809909
420,Chukwuerika Ezukanma,WR,MIA,13.861364735480064,-5.781026289230022
421,Miuchael Woods,WR,CLE,13.861364735480064,-5.781026289230022
422,Rondale Moore,WR,ARI,13.861364735480064,-5.781026289230022
423,Wan'Dale Robinson,WR,NYG,13.861364735480064,-5.781026289230022
424,Daylen Baldwin,WR,CLE,13.861364735480064,-5.781026289230022
425,Khalil Shakir,WR,BUF,13.861364735480064,-5.781026289230022
426,Amari Rodgers,WR,HOU,13.861364735480064,-5.781026289230022
427,Rashod Bateman,WR,BAL,13.861364735480064,-5.781026289230022
428,Dyami Brown,WR,WAS,13.861364735480064,-5.781026289230022
429,David Bell,WR,CLE,13.861364735480064,-5.781026289230022
430,Devin Duvernay,WR,BAL,13.84793210822802,-5.794458916482066
431,Kadarius Toney,WR,KC,13.84793210822802,-5.794458916482066
432,Raymond McCloud,WR,SF,13.838738767778228,-5.8036522569318585
433,Laviska Shenault,WR,CAR,13.838738767778228,-5.8036522569318585
434,Steven Sims,WR,PIT,13.838738767778228,-5.8036522569318585
435,Tanner Conner,WR,MIA,13.804720499599872,-5.837670525110214
436,Racey McMath,WR,TEN,13.804720499599872,-5.837670525110214
437,Stephen Trammell,WR,LA,13.804720499599872,-5.837670525110214
438,Samori Toure,WR,GB,13.804720499599872,-5.837670525110214
439,Dareke Young,WR,SEA,13.804720499599872,-5.837670525110214
440,Lance McCutcheon,WR,LA,13.804720499599872,-5.837670525110214
441,Michael Bandy,WR,LAC,13.804720499599872,-5.837670525110214
442,Frank Darby,WR,ATL,13.804720499599872,-5.837670525110214
443,Kyle Philips,WR,TEN,13.804720499599872,-5.837670525110214
444,D'Wayne Eskridge,WR,SEA,13.804720499599872,-5.837670525110214
445,Tylan Wallace,WR,BAL,13.804720499599872,-5.837670525110214
446,Ihmir Smith-Marsette,WR,KC,13.804720499599872,-5.837670525110214
447,Jaelon Darden,WR,CLE,13.804720499599872,-5.837670525110214
448,Jontavious Sanders,WR,MIA,13.804720499599872,-5.837670525110214
449,Dax Milne,WR,WAS,13.804720499599872,-5.837670525110214
450,Cade Johnson,WR,SEA,13.804720499599872,-5.837670525110214
451,Jacob Harris,WR,LA,13.804720499599872,-5.837670525110214
452,Jalen Nailor,WR,MIN,13.804720499599872,-5.837670525110214
453,Jalen Camp,WR,HOU,13.804720499599872,-5.837670525110214
454,Michael Strachan,WR,IND,13.804720499599872,-5.837670525110214
455,Danny Gray,WR,SF,13.804720499599872,-5.837670525110214
456,Maurice Alexander,WR,DET,13.804720499599872,-5.837670525110214
457,Tyrie Cleveland,WR,PHI,13.804720499599872,-5.837670525110214
458,Tim Jones,WR,JAX,13.804720499599872,-5.837670525110214
459,Bryan Edwards,WR,KC,13.804720499599872,-5.837670525110214
460,Jalen Virgil,WR,DEN,13.804720499599872,-5.837670525110214
461,Dennis Houston,WR,DAL,13.804720499599872,-5.837670525110214
462,Brandon Johnson,WR,DEN,13.804720499599872,-5.837670525110214
463,Jalen Tolbert,WR,DAL,13.804720499599872,-5.837670525110214
464,Shiyun Smith,WR,CAR,13.804720499599872,-5.837670525110214
465,Simione Fehoko,WR,DAL,13.804720499599872,-5.837670525110214
466,N'Keal Harry,WR,CHI,13.804720499599872,-5.837670525110214
467,Juwann Winfree,WR,GB,13.804720499599872,-5.837670525110214
468,Josh Ali,WR,ATL,13.804720499599872,-5.837670525110214
469,Quintez Cephus,WR,DET,13.804720499599872,-5.837670525110214
470,Miles Boykin,WR,PIT,13.804720499599872,-5.837670525110214
471,Terrance Watkins,WR,PHI,13.804720499599872,-5.837670525110214
472,Ashton Dulin,WR,IND,13.804720499599872,-5.837670525110214
473,Deonte Harty,WR,NO,13.804720499599872,-5.837670525110214
474,Scott Miller,WR,TB,13.804720499599872,-5.837670525110214
475,Stanley Morgan,WR,CIN,13.804720499599872,-5.837670525110214
476,Lil'Jordan Humphrey,WR,NE,13.804720499599872,-5.837670525110214
477,Jalen Guyton,WR,LAC,13.804720499599872,-5.837670525110214
478,Jeffrey Smith,WR,NYJ,13.804720499599872,-5.837670525110214
479,Andy Isabella,WR,BAL,13.804720499599872,-5.837670525110214
480,Key'vantanie Coutee,WR,IND,13.804720499599872,-5.837670525110214
481,Kendall Hinton,WR,DEN,13.804720499599872,-5.837670525110214
482,Mason Kinsey,WR,TEN,13.804720499599872,-5.837670525110214
483,Andre Baccellia,WR,ARI,13.804720499599872,-5.837670525110214
484,Denzel Mims,WR,NYJ,13.804720499599872,-5.837670525110214
485,Dezmon Patmon,WR,BUF,13.804720499599872,-5.837670525110214
486,Marquez Callaway,WR,NO,13.804720499599872,-5.837670525110214
487,Nick Westbrook-Ikhine,WR,TEN,13.804720499599872,-5.837670525110214
488,Freddie Swain,WR,DEN,13.804720499599872,-5.837670525110214
489,James Proche,WR,BAL,13.804720499599872,-5.837670525110214
490,Cody White,WR,PIT,13.804720499599872,-5.837670525110214
491,Mitchell Trubisky,QB,PIT,25.34037326992312,-5.898555379747602
492,Trenton Irwin,WR,CIN,13.71358458887566,-5.928806435834426
493,Robert Dobbs,QB,TEN,25.300674371335184,-5.938254278335538
494,Gardner Minshew,QB,PHI,25.300674371335184,-5.938254278335538
495,Brandon Allen,QB,CIN,25.300674371335184,-5.938254278335538
496,Anthony Brown,QB,BAL,25.300674371335184,-5.938254278335538
497,Trevor Siemian,QB,CHI,25.300674371335184,-5.938254278335538
498,Casey Beathard,QB,JAX,25.300674371335184,-5.938254278335538
499,Brett Rypien,QB,DEN,25.300674371335184,-5.938254278335538
500,Jeffrey Driskel,QB,HOU,25.300674371335184,-5.938254278335538
501,Jarrett Stidham,QB,LV,25.300674371335184,-5.938254278335538
502,Nathan Sudfeld,QB,DET,25.300674371335184,-5.938254278335538
503,Christopher Streveler,QB,NYJ,25.300674371335184,-5.938254278335538
504,Desmond Ridder,QB,ATL,25.300674371335184,-5.938254278335538
505,Bailey Zappe,QB,NE,25.300674371335184,-5.938254278335538
506,Brock Purdy,QB,SF,25.300674371335184,-5.938254278335538
507,Skylar Thompson,QB,MIA,25.300674371335184,-5.938254278335538
508,Jacob Eason,QB,SF,25.300674371335184,-5.938254278335538
509,Jordan Love,QB,GB,25.300674371335184,-5.938254278335538
510,Kyle Trask,QB,TB,25.300674371335184,-5.938254278335538
511,Theodore Bridgewater,QB,MIA,25.300674371335184,-5.938254278335538
512,Trey Lance,QB,SF,25.300674371335184,-5.938254278335538
513,Sam Howell,QB,WAS,25.300674371335184,-5.938254278335538
514,John Wolford,QB,LA,25.300674371335184,-5.938254278335538
515,Phillip Walker,QB,CAR,25.300674371335184,-5.938254278335538
516,Nicholas Mullens,QB,MIN,25.300674371335184,-5.938254278335538
517,Kyle Allen,QB,HOU,25.300674371335184,-5.938254278335538
518,Michael White,QB,NYJ,25.300674371335184,-5.938254278335538
519,Davis Webb,QB,NYG,25.300674371335184,-5.938254278335538
520,Cooper Rush,QB,DAL,25.300674371335184,-5.938254278335538
521,Timothy Boyle,QB,CHI,25.300674371335184,-5.938254278335538
522,David Blough,QB,ARI,25.300674371335184,-5.938254278335538
523,Nathan Peterman,QB,CHI,25.300674371335184,-5.938254278335538
524,Brandon Powell,WR,LA,13.67815889375371,-5.9642321309563755
525,Nelson Agholor,WR,NE,13.662490980821687,-5.979900043888399
526,Samuel Watkins,WR,BAL,13.662490980821687,-5.979900043888399
527,Sterling Shepard,WR,NYG,13.662490980821687,-5.979900043888399
528,Michael Thomas,WR,BAL,13.662490980821687,-5.979900043888399
529,Zachary Pascal,WR,PHI,13.662490980821687,-5.979900043888399
530,Allen Robinson,WR,LA,13.662490980821687,-5.979900043888399
531,Keelan Cole,WR,LV,13.662490980821687,-5.979900043888399
532,KhaDarel Hodge,WR,ATL,13.662490980821687,-5.979900043888399
533,David Sills,WR,NYG,13.662490980821687,-5.979900043888399
534,Jason Moore,WR,LAC,13.662490980821687,-5.979900043888399
535,Keith Kirkwood,WR,NO,13.662490980821687,-5.979900043888399
536,Byron Pringle,WR,CHI,13.662490980821687,-5.979900043888399
537,Tanner Cracraft,WR,MIA,13.662490980821687,-5.979900043888399
538,Kenneth Golladay,WR,NYG,13.662490980821687,-5.979900043888399
539,Cody Hollister,WR,TEN,13.662490980821687,-5.979900043888399
540,Trent Taylor,WR,CIN,13.662490980821687,-5.979900043888399
541,Jake Kumerow,WR,BUF,13.662490980821687,-5.979900043888399
542,Damiere Byrd,WR,ATL,13.662490980821687,-5.979900043888399
543,Tanner Gentry,WR,BUF,13.662490980821687,-5.979900043888399
544,Jamison Crowder,WR,BUF,13.662490980821687,-5.979900043888399
545,Robert Chosen,WR,ARI,13.662490980821687,-5.979900043888399
546,Pharoh Cooper,WR,ARI,13.662490980821687,-5.979900043888399
547,Clarence Board,WR,TEN,13.662490980821687,-5.979900043888399
548,Laquon Treadwell,WR,SEA,13.662490980821687,-5.979900043888399
549,Michael Thomas,WR,NO,13.662490980821687,-5.979900043888399
550,Jarvis Landry,WR,NO,13.662490980821687,-5.979900043888399
551,Marcus Johnson,WR,NYG,13.662490980821687,-5.979900043888399
552,Phillip Dorsett,WR,HOU,13.662490980821687,-5.979900043888399
553,Kevin White,WR,NO,13.662490980821687,-5.979900043888399
554,Ty Montgomery,WR,NE,13.662490980821687,-5.979900043888399
555,Christian Conley,WR,TEN,13.662490980821687,-5.979900043888399
556,Breshad Perriman,WR,TB,13.662490980821687,-5.979900043888399
557,Nicholas Foles,QB,IND,25.253071389363843,-5.985857260306879
558,Casey Keenum,QB,BUF,25.253071389363843,-5.985857260306879
559,Tyrod Taylor,QB,NYG,25.253071389363843,-5.985857260306879
560,Blaine Gabbert,QB,TB,25.253071389363843,-5.985857260306879
561,Daniel McCoy,QB,ARI,25.253071389363843,-5.985857260306879
562,Brian Hoyer,QB,NE,25.253071389363843,-5.985857260306879
563,Joshua Johnson,QB,SF,25.253071389363843,-5.985857260306879
564,William Daniel,QB,LAC,25.253071389363843,-5.985857260306879
565,Joseph Flacco,QB,NYJ,25.253071389363843,-5.985857260306879
566,Chad Henne,QB,KC,25.253071389363843,-5.985857260306879
567,Cameron Sims,WR,WAS,13.644140625575355,-5.998250399134731
568,Nsimba Webster,WR,CHI,13.644140625575355,-5.998250399134731
569,Tre'Quan Smith,WR,NO,13.644140625575355,-5.998250399134731
570,Vanchii Jefferson,WR,LA,13.644140625575355,-5.998250399134731
571,Marjahn Hart,WR,SEA,13.644140625575355,-5.998250399134731
572,Tom Kennedy,WR,DET,13.644140625575355,-5.998250399134731
573,Justin Watson,WR,KC,13.644140625575355,-5.998250399134731
574,Cedrick Wilson,WR,MIA,13.644140625575355,-5.998250399134731
575,James Washington,WR,NYG,13.644140625575355,-5.998250399134731
576,Tyron Johnson,WR,CIN,13.644140625575355,-5.998250399134731
577,Hunter Renfrow,WR,LV,13.644140625575355,-5.998250399134731
578,Richard McSorley,QB,ARI,25.22582479703179,-6.013103852638931
579,Jameis Winston,QB,NO,25.22582479703179,-6.013103852638931
580,John Stafford,QB,LA,25.221549499429337,-6.017379150241386
581,Randall Cobb,WR,GB,13.457761131062602,-6.184629893647484
582,Marquise Goodwin,WR,SEA,13.367039912244906,-6.275351112465181
583,Quintorres Jones,WR,TB,13.323203655349475,-6.319187369360611
584,Joshua Gordon,WR,TEN,13.2975959489446,-6.344795075765486
585,Eugene Hilton,WR,DAL,13.028888416534,-6.613502608176086
586,John Brown,WR,BUF,13.028888416534,-6.613502608176086
587,Cole Beasley,WR,BUF,13.028888416534,-6.613502608176086
588,DeSean Jackson,WR,BAL,13.028888416534,-6.613502608176086
589,Adriel Green,WR,ARI,13.028888416534,-6.613502608176086
